"name","comment","date","rating"
"Ellie","the Ken’s simultaneously singing “Push” will absolutely go down as one of the greatest moments in cinema history","29 Jan 2024",5
"TheHooded","Está película reparo algo que no sabía que estaba roto ❤️‍🩹","29 Jan 2024",4
"lucyygraybaird","I think this movie has been out long enough to safely admit that its not as good as people said it was","29 Jan 2024",2
"Zittinho","É meu filme favorito da vida? Não!Mas é colorido, divertido e prendeu minha atenção.Visualmente é lindo, tem tudo q vc imagina em uma história da Barbie e a piadas referente a isso são ótimas!O que o filme crítica vai direto ao ponto sem enrolação e completamente didático sem se aprofundar em questões mais complexasDelicinha de filme q vai deixar seu dia mais rosa 💖","29 Jan 2024",4
"Jonazz","Finally decided to tick 2023's highest grossing movie off the watchlist. The idea was to watch it with family members who wanted to (re)watch it as well, because that's more fun eventually.","07 Jan 2024",3
"TheCrowSpain","The hype around Barbie - both before and after its release - has certainly influenced my thoughts about it. In ways, it was just what I expected, and in other ways, it was a bit disappointing.","30 Jan 2024",2
"Paula Diniz","The best example I can give you, is that when comparing the…","29 Jan 2024",5
"Marna Larsen","The Good: Ryan Gosling.","29 Jan 2024",5
"martatorres31","The Bad: terrible second half.","18 Aug 2023",4
"LuBMuniz","The Weird: weird Barbie.","",3
"clarisse","My YouTube review!","30 Jan 2024",4
NA,"""Life in plastic, it's fantastic!""",NA,NA
NA,"Assisti Barbie pela segunda vez para confirmar que esse filme não merece nem meia estrela a menos. Pra mim, os motivos para as tantas críticas de homens a esse filme são óbvios, e estão todos no filme. O filme mostra o machismo bem mastigadinho pra todo mundo entender. É que Barbie, homens, não foi feito pra vocês. Sinto muito.",NA,NA
NA,"Barbie marcou diversas gerações de mulheres e a minha foi uma delas. Eu tinha preconceito com…",NA,NA
NA,"CW skinny jeans",NA,NA
NA,"Ok I'm going to just type up the notes in my calendar I moved to today and then like, I left exactly one message about the Boomer Rotting Death House (my version of the Barbie dream house in case that joke wasn't super obvious) and now I can't do anything else one message!! That's all I have in me rn",NA,NA
NA,"But I can't just do nothing so instead, here we go. All the rest of this is…",NA,NA
NA,"Filme ótimo que reflete a mensagem perfeita do feminismo. É um filme fácil de entender e que se adapta perfeitamente a muitas idades, sendo cativante mesmo assim. Os cenários eram lindos e o verdadeiro sonho de qualquer menina que brincou com barbies na sua infância. O soundtrack também foi fabuloso e o público consegue absorver facilmente a energia das cenas.Devo salientar as perfomances da Margot Robbie, Ryan Gosling e America Ferrera.",NA,NA
NA,"bom mas nada alem disso",NA,NA
NA,"O M G.hi ryan gosling🫦🫦🫦",NA,NA
"Michael McGorry","…still hard to believe that a Barbie movie went this hard.","29 Jan 2024",4
"pauline","Just like The Lego Movie this film is more than just a based-on-a-toy flick. It’s got something to say about the state of the world and while the message can get a bit heavy handed at times, it is still a very funny, emotional and gorgeous looking movie with everyone in the cast and crew on top form.","24 Jul 2023",2
"Tabitha Snavely","Now if you’ll excuse me, am gonna start crafting my theory that links this film, Elf, and The Lego Movie. Think am on to something here…","29 Jan 2024",4
"Davi","Vu au cinéma.","29 Jan 2024",4
"thalia4ever","My mom was a girl…","30 Jan 2024",5
"gloomy_moth","Barbie foi o filme de 2023. Mesmo que tenha sido boicotado no Oscar, ele entregou fotografia, direção, atuação, roteiro e até trilha sonora. Parabéns Barbie, você conseguiu o que queria.","29 Jan 2024",4
"Berenisse Blanco","barbie!!!!!!!!","29 Jan 2024",4
"ana","One of my favourite movies of 2023. And rightly so!","30 Jul 2023",5
"ana","Barbie is a wonderful film that is great for late night family movie nights (except without the children.. heh), and is a must watch!","10 Aug 2023",5
"raphdpl_","Directed by Greta Girwig, who also directed Little women and Ladybird, and did great work in this film! If you are a woman (or man), you will really feel an emotional attachment to this film as it demonstrates the struggles of being a woman in the…","29 Jan 2024",5
"nighty_naa","An entertainer movie, with a lazy feminist speech, very comercial. I like it 💖","29 Jan 2024",0
"jana12345","nois mulheres meio ken","30 Jan 2024",3
NA,"ken my little princess",NA,NA
NA,"Watched Barbie in class, and cried. Again.",NA,NA
NA,"hated it",NA,NA
NA,"Okay, where do I start, so much to cover. So I loved the pop up of famous people, especially when Margret Atwood (famous feminist writer, who wrote The Handmaids tale) popped up as the wise old lady and billie ellishs song what was I made for (Ellish known for speaking out on women’s issues, such as womens bodies).",NA,NA
NA,"I liked this film. However, the negatives pop out to me more than the positives. Firstly, just a small point, I thought…",NA,NA
"gabiluu","la amo mucho, es muy hermosa","29 Jan 2024",4
"peachmeg","This review may contain spoilers. I can handle the truth.","29 Jan 2024",3
"1 Filme Por Dia","There was a lot that I enjoyed but it felt like the mother and daughter were really underdeveloped and kind of just a tool for Barbie's enlightenment","29 Jan 2024",2
"maddyysmith_","A ideia e a repercussão do filme foram melhor que a execução do filme.","29 Jan 2024",5
"vicente","Segue no Instagram: @1filme_por_dia","29 Jan 2024",4
"Male Maiztegui","an AMAZING movie.","29 Jan 2024",5
"Laura","OSCARTONA 2024o humor autoconsciente de barbie é o ponto mais interessante da obra. com inúmeros momentos do mais puro entretenimento, o narrativa segue a trajetória da consolidação do parriarcado de forma humorada e, ao mesmo tempo, reflexiva.","29 Jan 2024",5
"liv💌","I loved the movie since it started. Seeing the effort they put into the movie it's just wonderfull. Gloria's monologue it's the spiringest thing I have ever heard. I love it","29 Jan 2024",5
"shelby","👏👏","29 Jan 2024",3
"Beglii","nothing will ever make me hate this movie. i’m convinced this is another one that’s best seen in the theater i SWEAR!!!!","29 Jan 2024",4
"rahmamustafa","i love capitalism.","24 Jan 2024",2
"paigeklink11","Best movie ever!!!!🩷","29 Jan 2024",NA
NA,"The ken song 🫡I mean ryan gosling ‘s voice the man who can sing everyone else is just barbies",NA,NA
NA,"“she’s not dead, she’s just having an existential crisis”",NA,NA
"BucketofWater","Better then I thought it'd be, I found Ken to be pretty funny and the whole Kenergy song is catchy","",4
"patrikOli","Fizeram um auê danado por um filme que faz a critica mais básica do mundo. Bom filme","29 Jan 2024",3
"lewis0515","3/28 Oscar catch-ups","29 Jan 2024",4
"Judii","En fin hombres...","29 Jan 2024",3
"David Smanz-Geier","my friend gave this 10/10 because the girl he likes liked it (I got his permission to make this my review)","27 Jan 2024",4
"Quezia Ramalho","“You can be anything!”","29 Jan 2024",4
"Gabi","Vi esse filme no cinema quando foi lançado, mas vi quando estava morando fora, então vi em inglês sem legenda. Revi hoje por este motivo com legenda em Português e também porque, depois de ver tantos filmes indicados ao Oscar, precisava entender o meu fascínio por esse filme. A fotografia e a montagem não são nada surpreendentes, assim como o final não é, dado o desenrolar da trama. O fascinante no filmes, pra mim, é o…","28 Jul 2023",5
"fritz","amoooo im just a girllll 💗💗💗💗💗","29 Jan 2024",3
"juliacavazos","cavalos","29 Jan 2024",5
"Elizabeth","my woman king","27 Jul 2023",3
"Samuelleary","absolutely life changing","29 Jan 2024",3
"PsyKousss","So tempted to go for an 8 again, but it’s just so distractingly flawed and messy that I struggle to invest in the emotional moments. The Ruth Handler scene and the montage in it is absolutely beautiful and the Billie Eilish song is just so tranquil… I just wish I knew what point it was making. It’s almost like it’s wanting to be about equality, but also about reversing roles unequally, but also not about equality at all and more…","30 Jan 2024",2
NA,"Que des meuf qui mettront plus de 4 à cet merde",NA,NA
"chingchungchang","lowkey was confused in the end but good","29 Jan 2024",4
"mitch🦧","a little late to the party but i got there eventually","29 Jan 2024",4
"akohandholder","super awesome amazing bomb sountracklove u margot robbie !","29 Jan 2024",5
"bumpersoda","hot take warning: i’m not saying i didn’t like this movie because that’s definitely not the case but i feel like i had extremely high expectations so it kind of let me down in that sense. i found the jokes funny but not funny enough to laugh out loud like other movies make me sometimes. that said, it still gets a high rating because it was well made, well excecuted, and yes, i love the plot and overall message. would i watch again? maybe","29 Jan 2024",4
"kajson","Malo je izvikanOčekivala sam malo bolju naraciju i da poenta bude malo očiglednija","30 Jan 2024",3
"tefiolmos","Entra en mi top de películas favoritas de greta gerwig, el modo en el que habla lo que las mujeres sufrimos día a día y como aún vivimos en una sociedad patriarcal es fascinante.","29 Jan 2024",5
"ilysadiesswift","s(he’s) bro(ken)amei o comercial da Chevrolet no meio do filme","28 Jul 2023",4
"dee","slay feminism","29 Jan 2024",4
"Jason","Liked this way more the second time around. Watching alone, at home, away from ""event"" spectacle really helped create the space for me to connect to the film's offbeat wavelength.","29 Jan 2024",4
"Cordeiro7","Alan is the goat","29 Jan 2024",3
"deephobicc","period queen, made me cry","29 Jan 2024",4
"green_seelie","the experience of watching this as a trans person made me feel a little disconnected from womanhood but at the same time so eternally grateful that i got (and i suppose still get) to exist in this world as a woman and girl.","29 Jan 2024",3
"Ciro Aldorisio","2 hour long Mattel commercial and hollow as hell, if the Ken scenes weren't so unintentionally hilarious I'd give this even less","29 Jan 2024",2
"sharonlincoln","Best movie of 2023","29 Jan 2024",5
"roomsofthehouse","Good message and interesting plot, fun, feminist, but probably only a one watch kinda thing for me","29 Jan 2024",3
"mimigranizo","Me pareció súper divertida y salí con muy buena sensación del cine. Lo que es el conjunto de la peli incluyendo la promo y todo lo que la rodea es fascinante y está muy bien trabajada. Como proyecto es un 10. Por supuesto la película tampoco va a cambiar el mundo pero está muy bien que hayan más películas así con algo de mensaje y con un guion tan original, si no siempre vamos a ver las mismas pesadeces.","29 Jul 2023",4
"akaudreyk","that superstore scene where america fererra tells glen to kill himself did more for feminism than her oscar nominated monologue","30 Jan 2024",3
"ariaghalili","Fun movie but I wouldn’t watch it again yk? Entertaining and I appreciated the narrative and dialogue produced by this film. Also still processing how ryan gos got a nom for this like WHAT?? Def billies song was one of the best things that came from it.","29 Jan 2024",2
"mari","obra-prima do mundo feminino","29 Jan 2024",5
"amelia?","why did i start sobbing","29 Jan 2024",5
"Uptheblues","Margot Robbie plays the Barbie character brilliantly, a really good performance. The film is very cleverly written and acted on the whole. An enjoyable watch.","29 Jan 2024",3
"filmsaretheloml","I will forever be grateful to be alive at the same time as Greta Gerwig. This movie was everything.","29 Jan 2024",5
"Dalston","Well I'm told I would have enjoyed it more if I had seen it on release. I am a believer that many pictures are of their time and even great pictures will have been greater on release. Psycho surprise more surprising if you were familiar with the stars involved. (Psycho referenced in a Barbie review, that could go badly wrong). Anyway 50 years for a film to age is one thing 5 months a bit steep.Anyway I loved it.…","31 Dec 2023",4
