"name","comment","date","rating"
"Xán Miñán","This review may contain spoilers. I can handle the truth.","21 Jul 2023",4
"jzng","pink and perfect in every way, just like her—tackling feminism, capitalism, escapism, and existentialism in equal time and with remarkably even footing for such an ambitious, anticipated film. Greta done gerwigged again","22 Jul 2023",5
"Cian Martin","I'm bro(ken)","23 Jul 2023",4
"phiebeex","A beautiful story about girlhood, womanhood, motherhood, growing up and finding yourself in a world that just fucking sucks and totally unfair.","23 Jul 2023",4
"Maria","Top notch cast! Margo and Ryan and just the best.","23 Jul 2023",4
"kaibei","Hilarious and touching and a defo must see.","21 Jul 2023",5
"kbasko","Alan you will always be famous.","23 Jul 2023",4
"soupinmypants","#PayYourWriters#PayYourActors","23 Jul 2023",4
"Nat","so stunning and so empowering made me cry margot robbie is the most beautiful woman in the world :)","23 Jul 2023",5
"Adrián","I’m just Mary","23 Jul 2023",5
"Larah","Sim. Apenas sim","23 Jul 2023",5
"hman85","I drive","22 Jul 2023",4
"Dora","Being a woman is the greatest thing that has ever happened to me!","22 Jul 2023",5
"leahrm264","funny","23 Jul 2023",4
"oliviabd","Ending is flames","23 Jul 2023",4
"cinephilee","the whole theatre (including me) cheered when mermaid ken showed up.related with ken when he said he lost all interest in patriarchy after learning that it wasn't about horses.","23 Jul 2023",4
"ashlyn","so good","23 Jul 2023",2
"Alessandro","Barbie is the only film in the history of world cinematography that deserves to be seen, the films of the past are just a preparation and those of the future can only be pale copies, unable to match the total and totalized masterpiece in its entirety.Barbie goes beyond any conception of art and is positioned in a different sphere, directly creating her eighth art.Barbie is in itself what the ancients have always sought by investigating the intrinsic nature…","21 Jul 2023",5
"Jose Nazmil","Filem ini membawa isu feminism vs patriarki. Barbieland vs Real World.","23 Jul 2023",4
"jgreviews","Evolusi penerimaan/pemikiran Barbie terhadap makna kehidupan. Fungsi manusia dalam komuniti.","22 Jul 2023",3
"renee","Isu ini jelas dipaparkan pada babak pembukaan filem ini. Juga homage kepada filem 2001 Space Odyssey (membawa tema evolusi manusia). Gambaran awal mengenai evolusi.","23 Jul 2023",5
"Ale","Ada satu babak di mana Barbie diberi pilihan utk pergi ke Real World atau terus tinggal di Barbieland. Babak ini juga mengingatkan aku pada filem Matrix. Inspirasi barangkali.","22 Jul 2023",4
"Larah","Cuma ada sub plot yg aku merasakan…","23 Jul 2023",5
"hman85","I love love love Greta Gerwig’s take on Barbie. This movie was everything and more. The layers and emotion are executed perfectly, making the nostalgia resonate deep with its audience. It truly is an impeccable film and I would recommend this to anyone on the fence about watching this!","22 Jul 2023",4
"Dora","pride and prejudice girlie = depression barbie","22 Jul 2023",4
"leahrm264","When it’s not preaching dated “patriarchy” points or structurally floundering, this thing rules. It’s funny, epic in scale, and just the right amount of meta. Incredible set design and production value all-around. Margot, Ryan, and Kate wear their roles effortlessly, and the dance sequence towards the back half is a major highlight. Greta Gerwig has a complete handle on her craft and she wears her cinematic influences on her sleeve (Playtime homage!).","23 Jul 2023",4
"oliviabd","Not sure if I understood the point of…","23 Jul 2023",2
"Sk8er","So funny, but he's literally me.","23 Jul 2023",4
"nowtestify95","Ta graciosa pero vaya show verla en el cine rodeada de gente intentando ""intelectualizar"" cada línea de guión","22 Jul 2023",1
"mmartinajr","POR QUE TERMINA???? POR QUE SENTI TANTA FELICIDAD???? POR QUE ME INTERPELÓ TANTO UNA PELICULA COMO BARBIE????","23 Jul 2023",5
"agnes ☀️🍉","Todo encaja perfectamente. Esta película era si o si para Greta, solo ella podía adaptar Barbie de esta manera.","23 Jul 2023",4
"cemre","I love women.","23 Jul 2023",4
"zolaar","special thanks to greta gerwig for planning all these pr to make men come see this film even though they are the ones who left the theatre early and share disgusting reviews. it worked gurllll","23 Jul 2023",4
"Giulia Benincasa","walked into this film a pessimist, walked out with a ken-do attitude. yay feminism!","23 Jul 2023",4
"katie","francis coppola jamais conseguiria fazer barbie.","22 Jul 2023",4
"K8l21","not at all what i expected but i loved it! comedic and heartbreaking moments were balanced perfectly. barbie really does tug on your heartstrings","23 Jul 2023",4
"sigmafemal3","guess barbie wasn’t feeling the kenergy","23 Jul 2023",5
"shrey4","its a plan for the future","23 Jul 2023",4
"k","""If I Wasn’t Severely Injured, I Would Beach You Off Right Now, Ken” - Ken","23 Jul 2023",4
"Sk8er","""Do You Guys Ever Think About Dying?"" - Barbie","23 Jul 2023",1
"nowtestify95","""I'd Like To See What Nude Blob He's Packing Under Those Jeans” - Weird Barbie","22 Jul 2023",5
"mmartinajr","""I'm A Man With No Power, Does That Make Me A Woman“ - Arron Dickinson(Dinkins)","23 Jul 2023",4
"agnes ☀️🍉","“ I’m a son of a monther, I’m the mother of a son, I’m the nephew of a woman aunt. Some of my best friends are…","23 Jul 2023",4
"cemre","i am kenoughi am kenougi am kenoui am kenoi am keni am kei am ki am i ai","23 Jul 2023",4
"knivesinben","Where’s the Tiffany Tran Barbie","23 Jul 2023",4
"MB2022","There wasn't Kenough of the characters imo, it should've been as long as Oppenheimer. Almost Ken/Ken","23 Jul 2023",4
"anisepoppy","I love greta gerwig with my whole being","23 Jul 2023",5
"Secret Cine Club","Me gusto pero no es una favorita. Sentí que estaba viendo algo hecho de mil sketches de Saturday Night Live 😭","23 Jul 2023",3
"jorgevap","Creo que Greta supo resolver perfectamente cómo sería hacer una película de Barbie en este tiempo, feminista, inclusiva, graciosa, sensible. Con sátiras y críticas a lo idiota que es el patriarcado, todo eso muy bien.  Sin embargo odie a Ryan Gosling… creo que tuve una revelación de que me caga como actor, me cayeron mejor los otros Kens. Tampoco…","23 Jul 2023",4
"Ben Dover","La verdad mucho mejor de lo que esperaba","23 Jul 2023",3
"elonablue","Ryan Gosling Oscar campaign starts now","23 Jul 2023",4
"fatmasbestie","So fun and campy, certain parts fell a little flat for me, obsessed with the jokes about the barbie founder being a tax evader, incredible soundtrack and art direction, great cast 💖💖💖","23 Jul 2023",4
"cooper","Really good and funny. i did almost cry at the end. being woman is crazy. why was america doing slam poetry in the middle but still slay. when i was leaving some boy asked what that movie was even about 🤦🏻‍♀️","22 Jul 2023",4
"mayajph","This review may contain spoilers. I can handle the truth.","23 Jul 2023",5
"Isa_22","the scene when the kens mansplain the godfather and lou reed hit too close to home","23 Jul 2023",4
"Macey","Least favorite Greta film but still great. Slightly disorienting to have the Gerwig style in barbieland instead of a coming of age slow burn indie drama. Incredibly heterosexual. It made me anticipate a homoerotic Barbie ending that was never delivered. But overall exceeded expectations. I feel… seen? celebrated? entertained?","22 Jul 2023",4
"knivesinben","horse girl ken","23 Jul 2023",4
"MB2022","I love Alan!","23 Jul 2023",5
"anisepoppy","This movie was sharp, smart, funny. The casting was superb!! I shed a tear at one point! My small qualms really don’t matter compared to the feelings I felt afterwards. You could peel away layers and find meaning/references in every choice in this movie and I love that!","23 Jul 2023",3
"rjgryx","Can’t believe I almost cried like 3 times. Insane movie.","23 Jul 2023",5
"alyzaa","i am kenough (i am literally ryan gosling)","23 Jul 2023",5
"veraclementia","sirf erkekleri dusunmeye zorladigi icin bile asik olduk","23 Jul 2023",5
"BreezySundays","""A note to the filmmakers, Margot Robbie is the wrong person to cast if you want to make this point""","23 Jul 2023",5
"John","Best fourth-wall break in cinematic history.","23 Jul 2023",3
"emma kate","barbenheimer, 23 july 2023","23 Jul 2023",5
"mmackenziee","i ended up watching two heavy/existential movies in one day. i thought this was supposed to be the cheerful one out of the two :”(","20 Jul 2023",5
"samtrichard","everything i imagined and more.","23 Jul 2023",4
"Gamer_God_88","This review may contain spoilers. I can handle the truth.","23 Jul 2023",5
"anastasia","I am kenough!!","23 Jul 2023",4
"saintlike","If you took a little bit of Barbie, a bit of Ken, and a whole lotta Allan then you’d get me probably…","21 Jul 2023",5
"pingu","The only thing this failed was whatever the opposite of the bechdel test is","23 Jul 2023",4
"rjgryx","thank you (again) greta gerwig","23 Jul 2023",5
"alyzaa","my kenergy is off the charts","23 Jul 2023",5
"veraclementia","birkenstock barbie 🤩","23 Jul 2023",5
"Aidan","I’m full barb now","23 Jul 2023",4
"taylor","Thank you Noah and Greta for this piece of whimsical fun. I think there were moments of pure genius, however a handful of jokes/ dialogue did not land for me but maybe that’s a me problem. Regardless, I was laughing and grinning so much throughout the movie and surprisingly tearing up at some moments too, which I had not expected. Perfect casting, perfect set, perfect wardrobe! Definitely would like to rewatch before they stop showing in theaters.","23 Jul 2023",4
"lulu","couldn’t finish it because i couldnt stop hysterically crying…its so good and greta is a genius mastermind but now im xtra depressed","23 Jul 2023",5
"Andrew McCarthy","Just Kenough","23 Jul 2023",4
"Dahiana","Si Allan tiene 100 fans yo soy uno de ellos.Si Allan tiene 1 fan, yo soy ese.Si Allan no tiene ningún fan es porque yo no existo.","23 Jul 2023",4
"kirauno","Silly and goofy and made me enjoy being a girl 💖","23 Jul 2023",3
"pedr0_ges","Esse filme é hilário, tipo poucas vezes eu ri tanto durante um filme, os personagens são em sua maioria engraçados e as piadas vão muito bem com a audiência. Margot Robbie como Barbie foi perfeita, e Ryan Gosling não poderia ter dado uma performance melhor como Ken, que as vezes até rouba o holofote da Barbie.","23 Jul 2023",3
"Kyle Forth","A única coisa que eu acho que poderia ter sido melhor, são as criticas e mensagens que o filme tenta passar, que por vezes…","23 Jul 2023",4
"Jason Muniz","Ken out of Ken","",4
"Jill Canning","Beautiful sets, a good message, and an excellent ensemble. Movie of the summer and possibly movie of the year.","23 Jul 2023",5
"Sam","Allan is a bro. Dude is literally me.","23 Jul 2023",5
"victoria","I sobbed for 2 hours and I loved every second","22 Jul 2023",5
